"parcela","location","sizeplot","state","Name","plotID","year","owner","Alive.parcela","Dead.parcela","AGB","min.DBH","max.DBH","mean.DBH","sd.DBH","areaplot35","areaplot10","AGB10","ACD10","AGB35","ACD35","AGB.plot","ACD","min.height","max.height","mean.height","sd.height","min.WD","max.WD","mean.WD","sd.WD","No.trees","No.palms","No.families","No.genus","No.species","BA10","BA10.plot","BA35","BA35.plot","Basal.area.plot","WD10","WD35","WD.C1","WD.C2"
"FN_A01 P14 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P14",2015,"PaiSus",22,4,25.1244403079807,10,80,32.0090909090909,18.8966590418445,0.25,0.025,66.7798160493007,32.0543117036643,93.8524003759717,45.0491521804664,160.632216425272,77.1034638841307,9.54,42.3,21.6044922727273,6.64933371168938,0.3506667,0.893,0.623226259822717,0.165481109195008,"22","0",9,12,12,2530.90631164011,101236.252465604,21062.1089416273,84248.4357665094,18.5484688232114,0.496025739484832,0.659743558048798,0.577884648766815,0.570387511621295
"FN_A01 P15 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P15",2015,"PaiSus",24,5,38.0702286569141,10.7,78.4,37.9166666666667,20.5578434553878,0.25,0.025,91.8961137597524,44.1101346046812,143.091308379788,68.683828022298,234.98742213954,112.793962626979,7.51,34.28,21.11375,7.3824526456468,0.49,0.92275,0.677771483333333,0.100728379241462,"24","0",9,12,14,2924.50860122674,116980.34404907,31809.3638918702,127237.455567481,24.4217799616551,0.695325622776345,0.671856466169032,0.683591044472689,0.683098193916869
"FN_A01 P16 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P16",2015,"PaiSus",24,4,36.7415424990302,11.7,66,35.4304347826087,18.297427409403,0.25,0.025,92.4315046397485,44.3671222270793,137.723022874719,66.1070509798653,230.154527514468,110.474173206945,8.2,34.52,22.6365217391304,7.5357267904874,0.5087,0.92275,0.702020417391304,0.102427703162966,"23","0",10,15,15,2552.87389827033,102114.955930813,25908.2041053488,103632.816421395,20.5747772352209,0.673567584160508,0.733469839354783,0.703518711757646,0.703739669840002
"FN_A01 P17 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P17",2015,"PaiSus",15,10,13.2909486406124,10,70.5,24.8533333333333,17.2302419627595,0.25,0.025,97.0259833414157,46.5724720038795,43.4611959951669,20.8613740776801,140.487179336583,67.4338460815597,8.13,33.18,18.1573333333333,7.42285704204699,0.2183333,0.7994,0.64263926,0.175334896294568,"15","0",9,9,10,2698.40817794788,107936.327117915,7842.93893579711,31371.7557431885,13.9308082861104,0.711598785547134,0.705305737327583,0.708452261437359,0.71018161026506
"FN_A01 P18 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P18",2015,"PaiSus",20,5,13.3806497758115,10.4,49.3,24.2315789473684,12.7732381969134,0.25,0.025,137.512002958823,66.0057614202351,39.7713995984291,19.090271807246,177.283402557252,85.0960332274811,11.77,32.3,22.3247368421053,6.2595627895077,0.476,0.8358571,0.683091389473684,0.120074196181546,"19","0",9,10,11,3310.56321446312,132422.528578525,7758.06881026039,31032.2752410415,16.3454803819566,0.643615179379095,0.717688505314096,0.680651842346596,0.657678172847135
"FN_A01 P19 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P19",2015,"PaiSus",17,9,16.9838445201406,10.1,70.7,28.74375,17.0999792884865,0.25,0.025,71.5239636398982,34.3315025471511,60.7829819899005,29.1758313551522,132.306945629799,63.5073339023033,9.58,29.2,20.634375,6.55232372902927,0.476,0.92275,0.6796840875,0.129005464666434,"16","0",10,13,14,2007.41487379081,80296.5949516322,11819.826098105,47279.30439242,12.7575899344052,0.641318881528373,0.746643503044227,0.6939811922863,0.680351918851787
"FN_A01 P20 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P20",2015,"PaiSus",17,4,7.78695558175161,11.5,59.5,21.8647058823529,13.5779205503121,0.25,0.025,93.6784759753202,44.9656684681537,21.7799753720305,10.4543881785747,115.458451347351,55.4200566467284,8.27,26.6,14.0058823529412,4.81810784803476,0.4535,0.8033333,0.669442324476457,0.117007286622183,"17","0",10,13,14,3430.03798307914,137201.519323166,5269.71537111315,21078.8614844526,15.8280380807618,0.706912921181702,0.679938282783533,0.693425601982618,0.703320595566316
"FN_A01 P21 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P21",2015,"PaiSus",32,2,47.4494671885107,10.1,117.7,29.440625,25.0792017593682,0.25,0.025,150.555141132774,72.2664677437315,174.742358224046,83.8763319475421,325.29749935682,156.142799691274,9.34,37.26,21.7234375,7.2590577942653,0.339835,0.893,0.6134209625,0.135453926694927,"32","0",15,19,20,4424.13214645456,176965.285858182,32673.3411415156,130693.364566062,30.7658650424245,0.618136300729276,0.63642655585831,0.627281428293793,0.625905999316619
"FN_A01 P22 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P22",2015,"PaiSus",23,2,27.5530181109162,11.5,67,33.3478260869565,17.6800573211025,0.25,0.025,137.696879131364,66.0945019830546,96.4423874257702,46.2923459643697,234.139266557134,112.386847947424,13.43,33.63,22.0382608695652,6.07150846328677,0.4535,0.92275,0.636438183308686,0.134167667787181,"23","0",10,16,16,3478.24572234848,139129.828893939,22011.5689273769,88046.2757095076,22.7176104603447,0.644309489120814,0.63006087890635,0.637185184013582,0.638787178287947
"FN_A01 P23 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P23",2015,"PaiSus",13,0,17.3327751350274,10.4,65,31.1461538461538,16.2863754605199,0.25,0.025,115.328879365394,55.3578620953891,57.8418549134647,27.7640903584631,173.170734278859,83.1219524538521,11.51,38.82,22.4118384615385,8.46274090386191,0.457,0.92275,0.678209053846154,0.126418280364752,"13","0",6,10,12,3138.4274989913,125537.099959652,9266.1746556529,37064.6986226116,16.2601798582264,0.64928184852564,0.761124414677498,0.705203131601569,0.674776099165806
"FN_A01 P24 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P24",2015,"PaiSus",22,1,25.9744723410865,12.8,63.8,32.6681818181818,15.3370198372819,0.25,0.025,93.1433498354843,44.7088079210325,94.5835574222767,45.4001075626928,187.726907257761,90.1089154837253,11.97,38.32,22.4972727272727,8.04742383020991,0.474,0.8963846,0.653912341640899,0.12863580615455,"22","0",9,13,13,2601.71781005202,104068.712402081,19717.9863787706,78871.9455150823,18.2940657917163,0.704018622828827,0.650185577333392,0.677102100081109,0.680809364266143
"FN_A01 P25 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P25",2015,"PaiSus",24,5,28.1572402401551,10.2,71.8,32.075,19.1441045528495,0.25,0.025,117.437746137906,56.3701181461947,100.911448654581,48.437495354199,218.349194792487,104.807613500394,10.75,27.9,18.0088058333333,5.62510916133995,0.457,1.076667,0.758263433333333,0.157333429440847,"24","0",13,16,17,3365.45469210297,134618.187684119,22647.5293822247,90590.1175288988,22.5208305213018,0.716982313899553,0.762835549507087,0.73990893170332,0.735426793550682
"FN_A01 P26 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P26",2015,"PaiSus",16,0,18.502579494217,11.6,73,31.28125,20.4855792774657,0.25,0.025,66.9960692541157,32.1581132419755,67.3107088757141,32.3091402603428,134.30677812983,64.4672535023183,8.08,28.29,17.560625,6.27034232850701,0.339835,1.076667,0.59752615625,0.173788694522615,"16","0",11,13,15,2826.00396357343,113040.158542937,14414.3889308885,57657.5557235539,17.0697714266491,0.507213730102163,0.727742822473256,0.61747827628771,0.581703119059067
"FN_A01 P27 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P27",2015,"PaiSus",15,2,5.26338732568808,10,58.5,18.9733333333333,11.8065034540089,0.25,0.025,75.6152476518336,36.2953188728801,13.4920244407061,6.47617173153894,89.1072720925397,42.7714906044191,8.79,20.71,14.1106666666667,3.25245943571206,0.46,0.92275,0.628019846666667,0.130924982740095,"15","0",6,8,8,3085.88436186001,123435.3744744,2687.82886468692,10751.3154587477,13.4186689933148,0.603040824264521,0.92275,0.76289541213226,0.628656585448441
"FN_A01 P28 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P28",2015,"PaiSus",22,6,17.7722289361823,10.7,62.3,29.7090909090909,16.5364218243623,0.25,0.025,69.0602882921972,33.1489383802547,64.1828882415578,30.8077863559478,133.243176533755,63.9567247362024,6.98,32.93,18.7586363636364,5.74259298944512,0.4535,0.7994,0.599245368181818,0.122668447355255,"22","0",11,17,18,2562.98197263326,102519.27890533,17197.9342697486,68791.7370789945,17.1311015984325,0.579066148384606,0.596777064499392,0.587921606441999,0.586178152699074
"FN_A01 P29 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P29",2015,"PaiSus",20,2,21.3951717740449,10.5,65,31.845,17.2482943474054,0.25,0.025,112.573306823892,54.0351872754683,74.3233574551353,35.675211578465,186.896664279028,89.7103988539332,7.84,31.04,18.257,7.08622615026021,0.49,0.8358571,0.64076878,0.121280845909205,"19","1",9,13,14,4651.38710503361,186055.484201344,15717.639373322,62870.5574932881,24.8926041694633,0.576520575377596,0.705428153481855,0.640974364429726,0.609078403579703
"FN_A01 P30 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P30",2015,"PaiSus",20,4,22.7463406705535,10.9,78,33.015,20.334059449215,0.25,0.025,79.0520888186967,37.9450026329744,83.0801530232728,39.8784734511709,162.132241841969,77.8234760841453,7.66,25.38,16.6305,5.13771757126696,0.3506667,1.076667,0.692222335,0.182825790360223,"20","0",12,15,16,3078.26599967506,123130.639987002,20213.3527083886,80853.4108335545,20.3984050820557,0.649168588765286,0.740274385989282,0.694721487377284,0.685280306434577
"FN_A01 P31 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P31",2015,"PaiSus",26,3,50.7960929740619,11.4,86.4,42.7192307692308,16.970091790695,0.25,0.025,61.5068877687871,29.5233061290178,197.033681555388,94.5761671465864,258.540569324176,124.099473275604,13.76,35.06,21.4938461538462,5.54296532691524,0.3506667,1.076667,0.695847565384615,0.166330681245211,"26","0",12,20,21,2256.46463140414,90258.5852561655,40663.8563922151,162655.42556886,25.2914010825026,0.532460191696542,0.740488933917504,0.636474562807023,0.666248760728864
"FN_A01 P32 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P32",2015,"PaiSus",22,0,12.9857911612297,10.4,68,24.2818181818182,15.2436290006096,0.25,0.025,114.869019178038,55.1371292054582,40.4562628939572,19.4190061890995,155.325282071995,74.5561353945576,5.37,29.73,19.0313636363636,6.84013804890943,0.266,1.076667,0.565991013636364,0.173004913669383,"22","0",14,18,21,4696.09982247583,187843.992899033,9324.10562418509,37296.4224967404,22.5140415395773,0.484844754310734,0.579060551971307,0.53195265314102,0.500452401606041
"FN_A01 P33 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P33",2015,"PaiSus",16,3,21.2076962205169,10.8,66.1,34.15625,19.5854697416222,0.25,0.025,25.1804936279513,12.0866369414166,82.3127373102076,39.5101139088996,107.493230938159,51.5967508503162,11.66,35.63,21.3225,7.52431037814541,0.3506667,0.893,0.56964984375,0.13718175537799,"16","0",7,11,11,1217.32788335787,48693.115334315,17962.2916163487,71849.1664653946,12.054228179971,0.496207188248008,0.620503588515105,0.558355388381556,0.570293995138546
"FN_A01 P34 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P34",2015,"PaiSus",27,2,40.2369167789863,10,89,31.7740740740741,20.8261594486098,0.25,0.025,61.9828421266267,29.7517642207808,154.749385478056,74.2797050294669,216.732227604683,104.031469250248,7.07,39.59,23.1674074074074,6.47069286064994,0.339835,0.893,0.64308102962963,0.147389797574391,"27","0",12,16,16,2323.97745752978,92959.0983011913,27942.0711892828,111768.284757131,20.4727383058323,0.492751071531068,0.715753119496134,0.604252095513601,0.614496174829158
"FN_A01 P35 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P35",2015,"PaiSus",22,2,38.1337638628127,11.8,85,32.6954545454545,24.1103905139658,0.25,0.025,71.1504492859712,34.1522156572662,145.420013391029,69.8016064276938,216.570462677,103.95382208496,9.02,36.35,21.2027272727273,7.56246318011859,0.4559375,0.92275,0.646442622727273,0.138685764017755,"22","0",10,14,14,2515.36328198647,100614.531279459,25543.2767027078,102173.106810831,20.278763809029,0.567900292502482,0.722080809845274,0.644990551173878,0.645583047797459
"FN_A01 P36 50x50 2015","FN_A01","50x50","MT","Feliz Natal","P36",2015,"PaiSus",19,3,15.1612169251279,10,73.1,22.8368421052632,18.6055610123639,0.25,0.025,79.6624338501069,38.2379682480513,52.6772391327401,25.2850747837152,132.339672982847,63.5230430317665,9.51,38.29,17.1725289473684,7.53827077609307,0.3506667,1.076667,0.626631978947368,0.177332455558114,"19","0",10,13,14,3091.24077733438,123649.631093375,9585.01489406573,38340.0595762629,16.1989690669638,0.601601989399856,0.73640125185234,0.669001620626098,0.63350656142478
"HUM_A01 P01 50x50 2014","HUM_A01","50x50","AC","Humaitá","P01",2014,"PaiSus",27,1,46.4502573102914,10.1,75,34.362962962963,20.6703270814088,0.25,0.05,86.6507279597129,41.5923494206622,168.470880780957,80.8660227748592,255.12160874067,122.458372195521,10.42,44.76,23.7444444444444,9.06379965039851,0.3876667,0.9,0.633787061728395,0.122196293851912,"26","1",13,19,20,5286.63284755273,105732.656951055,28478.246807471,113912.987229884,21.9645644180939,0.623925195523202,0.65707414706107,0.640499671292136,0.641116959590722
"HUM_A01 P02 50x50 2014","HUM_A01","50x50","AC","Humaitá","P02",2014,"PaiSus",33,2,53.8156349381716,10.9,135,33.4212121212121,26.312921701796,0.25,0.05,125.441253844229,60.2118018452299,190.174288143997,91.2836583091184,315.615541988226,151.495460154348,9.52,47.85,25.5557575757576,8.57702200296781,0.265,0.997,0.593311287878788,0.201503048066546,"30","3",15,22,22,5850.88645008236,117017.729001647,40500.2422468162,162000.968987265,27.9018697988912,0.626404152571823,0.477352013483713,0.551878083027768,0.539863031364032
"HUM_A01 P03 50x50 2014","HUM_A01","50x50","AC","Humaitá","P03",2014,"PaiSus",26,1,38.4491288141738,10.2,80,31.4153846153846,19.7929218117527,0.25,0.05,63.2237103833013,30.3473809839846,141.151772374355,67.7528507396903,204.375482757656,98.1002317236749,8.91,49.04,22.5988461538462,9.75846271783546,0.265,0.92,0.609254607692308,0.167829904266108,"23","3",17,22,23,3804.06815043391,76081.3630086781,24041.5011665123,96166.0046660492,17.2247367674727,0.584233272889796,0.654825214881647,0.619529243885722,0.623644876762857
"HUM_A01 P04 50x50 2014","HUM_A01","50x50","AC","Humaitá","P04",2014,"PaiSus",19,1,27.3247361876987,10.3,90,33.3105263157895,22.1156529467967,0.25,0.05,36.0340576791195,17.2963476859774,102.092130455737,49.0042226187535,138.126188134856,66.3005703047309,6.23,49.75,20.2431578947368,11.7610000768224,0.3052121,1.0565,0.561489015789474,0.170888500829824,"18","1",12,16,17,3395.36265416514,67907.2530833028,20077.1018350024,80308.4073400097,14.8215660423313,0.499273044655815,0.551965801917736,0.525619423286775,0.527823815889925
"HUM_A01 P05 50x50 2014","HUM_A01","50x50","AC","Humaitá","P05",2014,"PaiSus",14,3,30.4576995525261,15.9,71,45.5357142857143,16.2145996484107,0.25,0.05,22.5637374603306,10.8305939809587,117.31805184486,56.3126648855329,139.881789305191,67.1432588664916,11.66,37.35,24.775,7.96575627777571,0.3052121,0.9784,0.572319314285714,0.197873035749939,"13","1",10,11,12,1504.87000495931,30097.4000991863,23978.8578089997,95915.4312359989,12.6012831335185,0.501297718951912,0.649281000649016,0.575289359800464,0.613936091800954
"HUM_A01 P06 50x50 2014","HUM_A01","50x50","AC","Humaitá","P06",2014,"PaiSus",31,0,46.2056518418649,11,76,34.6322580645161,19.6257379835218,0.25,0.05,76.1827854993678,36.5677370396965,169.586053165184,81.4013055192882,245.768838664552,117.969042558985,10.3,40.47,22.9990322580645,7.51367125305098,0.2547611,0.997,0.649878867741935,0.149079295990305,"30","1",17,19,19,4422.78126161352,88455.6252322703,33854.6035412103,135418.414164841,22.3874039397111,0.584087000126082,0.661890520231936,0.622988760179009,0.631149309528058
"HUM_A01 P07 50x50 2014","HUM_A01","50x50","AC","Humaitá","P07",2014,"PaiSus",33,1,36.3199167908836,10.4,68,28.8060606060606,16.640931077353,0.25,0.05,86.2763512837011,41.4126486161765,128.024396540012,61.4517103392055,214.300747823713,102.864358955382,10.51,49.18,21.4263636363636,9.20828934241515,0.265,1.0565,0.625090860606061,0.133415998853832,"33","0",13,19,19,5581.10218095534,111622.043619107,22885.2615523035,91541.0462092139,20.3163089828321,0.603425693362022,0.670967371292472,0.637196532327247,0.633858563159897
"HUM_A01 P08 50x50 2014","HUM_A01","50x50","AC","Humaitá","P08",2014,"PaiSus",24,1,32.7546004345918,10.3,95,28.55,18.4554457616409,0.25,0.05,109.523035730783,52.5710571507758,109.11379519821,52.3746216951409,218.636830928993,104.945678845917,7.81,46.59,21.5245833333333,9.91991057952626,0.16,0.99,0.552243504166667,0.250856953418488,"23","1",13,15,15,5883.55115969806,117671.023193961,15633.483960114,62533.9358404559,18.0204959034417,0.601654974245946,0.708369496601586,0.655012235423766,0.638686580534638
"HUM_A01 P09 50x50 2014","HUM_A01","50x50","AC","Humaitá","P09",2014,"PaiSus",18,1,15.0026279633809,12.4,68.8,27.8444444444444,17.3487488012052,0.25,0.05,59.3220493523119,28.4745836891097,48.1461025316835,23.1101292152081,107.468151883995,51.5847129043178,9.94,38.68,19.8822222222222,8.54519992920384,0.16,0.997,0.572106911111111,0.21588736220934,"18","0",13,16,17,4047.96569609535,80959.313921907,10931.3679877065,43725.4719508261,12.4684785872733,0.602236253420527,0.537623661720834,0.569929957570681,0.579577385730616
"HUM_A01 P10 50x50 2014","HUM_A01","50x50","AC","Humaitá","P10",2014,"PaiSus",16,3,11.6515027494941,10.5,56.3,28.7,14.7864352251199,0.25,0.05,19.9604804121274,9.58103059782117,42.6139150090911,20.4546792043637,62.5743954212186,30.0357098021849,8.5,36.59,20.6275,9.42976882007189,0.16,0.99,0.4198230125,0.259877351660227,"16","0",11,11,11,2263.20334764609,45264.0669529217,10663.3665724104,42653.4662896417,8.79175332425634,0.331027066431843,0.505019136365712,0.418023101398778,0.415439863468741
"JAM_A02 T01_P2 50x50 2013","JAM_A02","50x50","RO","Floresta Nacional do Jamari","T01_P2",2013,"PaiSus",19,3,26.000928673112,11,70.4,33.1842105263158,17.7044960754761,0.25,0.025,62.9262030542725,30.2045774660508,97.7474616658323,46.9187815995995,160.673664720105,77.1233590656503,12.21016,35.33121,22.1317205263158,7.3034891352851,0.2547611,0.8520833,0.615345115789474,0.154416007353409,"18","1",9,13,16,2438.65344336744,97546.1377346977,18425.2367097817,73700.9468391266,17.1247084573824,0.547514055359921,0.664883649817261,0.606198852588591,0.598027325487455
